_sample_hash	article_version	candidate_id	end	end_strain	ner	ner_score	ontology	ontology_candidate_count	ontology_id	ontology_label	ontology_match_confidence	ontology_match_method	ontology_status	paragraph	pmcid	rel	review_rank	review_tier	score_rel	score_strain	seeded_entities	seeded_relations	seeded_skipped_relations	sentence_range	start	start_strain	straininfo_method	straininfo_si_id	straininfo_status	straininfo_taxon	text	word	word_qc_group	word_strain	word_strain_qc
15672676017241412656	PMC7684882.1	pmc_candidate_c5890e7e750134	399	346	PHENOTYPE	0.9173158407211304		0					unmatched	10	PMC7684882	STRAIN-PHENOTYPE:INHIBITS	40	relation_boundary	0.5264036059379578	0.9741824269294739	8	3	0	4-6	382	324	contained_bounded	92439	unique	Streptococcus sanguinis	Hence, low concentrations of rhamnolipids were capable of only inhibiting biofilm formation without affecting bacterial growth. In case of S. mutans UA159, rhamnolipids at a concentration of 6.35 × 10 − 3 w/v% inhibited biofilm formation, however, near complete inhibition was observed at 0.1 w/v% (Fig. 2 b). Meanwhile, in S. sanguinis ATCC10556, rhamnolipids completely inhibited biofilm formation at a concentration of 6.35 × 10 − 3 w/v%.	biofilm formation	biofilm formation	s. sanguinis atcc10556	s. sanguinis atcc10556
4481079321166051	PMC8102628.1	pmc_candidate_7e542784ccdddd	412	313	COMPOUND	0.7998771071434021		0					unmatched	15	PMC8102628	STRAIN-COMPOUND:PRODUCES	41	entity_tension	0.9998551607131958	0.8657138347625732	3	2	0	11-13	408	286	contained_bounded	46656	unique	Synechococcus	This clearly shows that the gene product of Synpcc7942_1005 is the major enzyme for the dephosphorylation of 5dR-1P. However, since in the mutant, small quantities of 5dR were detectable, other phosphatases may also contribute to minor 5dR-1P dephosphorylation. In agreement with this, Synechoccoccus sp. PCC 7002, which does not possess a homolog of Synpcc7942_1005 , also excreted minor amounts of 5dR and 7dSh.	7dsh	7dsh	synechoccoccus sp. pcc 7002	synechoccoccus sp. pcc 7002
5731783601414751	PMC10956176.1	pmc_candidate_27473b347494ad	320	257	COMPOUND	0.7159806489944458		0					unmatched	9	PMC10956176	STRAIN-COMPOUND:PRODUCES	42	entity_tension	0.9980505704879761	0.9587481021881104	7	6	0	1-2	316	222	contained_bounded	403358	unique	Streptomyces reniochalinae	Sponge ecosystem contains rich and divers microorganisms which act as significant origins of the medicinal active molecules discovered from sponge [ 22 , 23 ]. During secondary metabolite screening of the sponge symbiotic Streptomyces reniochalinae LHW50302 [ 24 ], two tetramates, including the known bripiodionen (BPD) ( 1 ) and a new BPD analog, BPD B ( 2 ), were discovered (Fig. 2 a).	bpd)	bpd)	streptomyces reniochalinae lhw50302	streptomyces reniochalinae lhw50302
9641387207075145	PMC9061099.1	pmc_candidate_a6a7a35730f90c	115	163	COMPOUND	0.5239441394805908		0					unmatched	2	PMC9061099	STRAIN-COMPOUND:PRODUCES	43	entity_tension	0.9973734617233276	0.9515234529972076	5	2	0	3-4	107	137	contained_bounded	92208	unique	Clostridium acetobutylicum	The present study investigated the effects of five typical lignin-derived phenolics on the biosynthesis of solvents and organic acids in C. acetobutylicum ATCC 824. Results obtained in 100 mL anaerobic bottles indicated that butanol concentration was enhanced from 10.29 g L −1 to 11.36 g L −1 by the addition of 0.1 g L −1 vanillin.	solvents	solvents	c. acetobutylicum atcc 824	c. acetobutylicum atcc 824
16368214124251715	PMC12940431.1	pmc_candidate_45c2e366fb63e5	214	42	COMPOUND	0.8111000061035156	CHEBI	1	CHEBI:22868	bile salt	1.0	direct_exact	matched	11	PMC12940431	STRAIN-COMPOUND:RESISTS	44	entity_tension	0.9986383318901062	0.98072549700737	6	4	0	1	205	20	contained_bounded	92137	unique	Heyndrickxia coagulans	Genomic analysis of H. coagulans ATCC 7050, Idrc019, Idrc033, and Idrc047 provided critical insights into strain-level genetic variation, supporting the use of comparative genomics to preliminarily screen bile salt tolerance-related functional genes in this species.	bile salt	bile salt	h. coagulans atcc 7050	h. coagulans atcc 7050
52013381050005928	PMC4994261.1	pmc_candidate_a7efdb8131932a	235	14	COMPOUND	0.7284972667694092		0					unmatched	15	PMC4994261	STRAIN-COMPOUND:RESISTS	45	entity_tension	0.9998058676719666	0.9508379101753235	15	12	0	1-2	226	0	contained_bounded	100197	unique	Pseudomonas lutea	P. lutea OK2 T is also expected to possess functional traits related to plant growth promotion [ 29 – 32 ]. As shown in Table 5 , genes coding for functional enzymes with various PGPR effects such as “antibiotic resistance”, “metal ion resistance”, “toxin production”, “siderophore production”, “attachment and colonization in the plant rhizosphere”, and “plant hormone auxin production” were revealed.	metal ion	metal ion	p. lutea ok2 t	p. lutea ok2 t
66409152280522232	PMC4828644.1	pmc_candidate_d5b69af285b5f5	33	271	COMPOUND	0.6391964852809906		0					unmatched	2	PMC4828644	STRAIN-COMPOUND:RESISTS	46	entity_tension	0.8696592450141907	0.9789802432060242	5	2	0	1-2	16	240	contained_bounded	125614	unique	Staphylococcus aureus subsp. aureus	Cefquinome is a fourth-generation Cephalosporin approved for use in animals exclusively. The objective of this study was to explore the relationship of cefquinome pharmacokinetic/pharmacodynamic (PK/PD) indices with resistance selection of Staphylococcus aureus ATCC25923 in an in vitro model.	fourth-generation	fourth-generation	staphylococcus aureus atcc25923	staphylococcus aureus atcc25923
8403659904868978	PMC4882937.1	pmc_candidate_1d29d39709ddc9	21	289	DISEASE	0.7341259121894836		0					unmatched	3	PMC4882937	STRAIN-DISEASE:ASSOCIATED_WITH	47	entity_tension	0.8725919127464294	0.9766321778297424	8	12	0	1-3	0	279	exact	43966	unique	Mycobacterium immunogenum	Nosocomial infections with nontuberculous mycobacteria (NTM) have acquired an important role due to the inherent clinical problems caused by several of its members. Among these bacteria, Mycobacterium immunogenum is a nonpigmented and rapidly growing mycobacterium (RGM). Strain CCUG 47286 T (= CIP 106684 T = MC 779 T ), isolated from waterborne contamination of a bronchoscope washer in St.	nosocomial infections	nosocomial infections	ccug 47286	ccug 47286
11679856036197355	PMC12452478.1	pmc_candidate_075af1ef2614a8	100	27	DISEASE	0.7476497888565063		0					unmatched	19	PMC12452478	STRAIN-DISEASE:ASSOCIATED_WITH	48	entity_tension	0.9932156205177307	0.7476814389228821	5	1	0	1-2	86	9	contained_bounded	203512	unique	Candida albicans	Notably, C. albicans SC5314 is known to possess greater virulence traits that enhance host infection, generally making it more virulent than many other related species [ 39 ]. C. auris CBS 12766 strain exhibited a virulence profile comparable to C. albicans , as demonstrated by the in vivo data presented here, highlighting the complexity of fungal biology and the multiple factors that can influence fungal virulence.	host infection	host infection	c. albicans sc5314	c. albicans sc5314
130901681958214315	PMC4943601.1	pmc_candidate_953c631a2254c1	39	6	DISEASE	0.5089899897575378		0					unmatched	16	PMC4943601	STRAIN-DISEASE:ASSOCIATED_WITH	49	entity_tension	0.9838316440582275	0.9801164865493774	7	4	0	1-2	31	0	exact	219102	unique	Rhizomucor pusillus	NI1060 is sufficient to induce alveolar bone loss after ligature-induced host damage in a mouse periodontitis model and belongs to the Pasteurellaceae family like Aa, a bacterium associated with aggressive periodontitis in humans [ 45 ]. To gain insight into the mechanism by which NI1060 induces alveolar bone loss at host damaged sites, we searched its genome for known factors of bacterial pathogenicity.	alveolar	alveolar	ni1060	ni1060
105704720531215179	PMC5635592.1	pmc_candidate_22064b1f5ce6bc	149	183	ORGANISM	0.7913761734962463		0					unmatched	27	PMC5635592	STRAIN-ORGANISM:SYMBIONT_OF	50	entity_tension	0.9461506009101868	0.9545348882675171	6	6	0	4-5	143	159	contained_bounded	407295	unique	Pseudovibrio denitrificans	In this study, phage-coding genes (4%) predominated among the mobile DNA in the Pseudovibrio sp. POLY-S9 strain ( fig. 1 B ). In contrast, the sponge symbiont Pseudovibrio sp. FO-BEG1 strain and the vertically transmitted symbiont Pseudovibrio sp. JE062 strain ( Bondarev et al. 2013 ) harbored less mobile elements (∼2.5% and ∼0.3%, respectively).	sponge	sponge	pseudovibrio sp. fo-beg1	pseudovibrio sp. fo-beg1
115164826301668724	PMC12448820.1	pmc_candidate_69a1260e08e975	92	28	ORGANISM	0.5864025950431824		0					unmatched	4	PMC12448820	STRAIN-ORGANISM:SYMBIONT_OF	51	entity_tension	0.9744833707809448	0.939690351486206	5	5	0	3	87	0	contained_bounded	39371	unique	Nostoc	Nostoc punctiforme PCC 73102 (also known as ATCC 29133) serves as a model organism for plant–cyanobacteria symbioses due to its ability to form endophytic association with isolated species across all major taxonomic groups of land plants ( Bonnett and Silvester, 1981 ; Bergman et al. , 1996 ; Costa et al. , 2004 ; Álvarez et al. , 2020 ; Frangedakis et al. , 2023 ).	plant	plant	nostoc punctiforme pcc 73102	nostoc punctiforme pcc 73102
135193758950731614	PMC2464607.1	pmc_candidate_b15e69f6ac3a9d	26	169	ORGANISM	0.8124798536300659		0					unmatched	26	PMC2464607	STRAIN-ORGANISM:SYMBIONT_OF	52	entity_tension	0.9377260208129883	0.9727756381034851	4	3	0	1-2	21	163	exact	405251	unique	Frankia alni	Frankiae, a group of plant microsymbionts able to fix atmospheric nitrogen, illustrates what is stated above. Recently, three Frankia strains have been sequenced, ACN14a, EAN1pec and CcI3, and the presence of a high number of transcriptional regulators has been noted [ 39 ].	plant	plant	acn14a	acn14a
18652437242807891	PMC8438071.1	pmc_candidate_4c989c2b70b28b	58	230	PHENOTYPE	0.7605755925178528		0					unmatched	2	PMC8438071	STRAIN-PHENOTYPE:INHIBITS	53	entity_tension	0.8693822026252747	0.9862414300441742	8	3	0	1-3	44	202	contained_bounded	399024	unique	Escherichia coli	Butyrate has a bioactive function to reduce carcinogenesis. To achieve targeted cancer therapy, this study developed bacterial cancer therapy (BCT) with butyrate as a payload. By metabolic engineering, Escherichia coli Nissle 1917 (EcN) was reprogrammed to synthesize butyrate (referred to as biobutyrate) and designated EcN-BUT.	carcinogenesis	carcinogenesis	escherichia coli nissle 1917	escherichia coli nissle 1917
52038806512869036	PMC7223136.1	pmc_candidate_9b2a31bd48c8c2	95	145	PHENOTYPE	0.6297746300697327		0					unmatched	144	PMC7223136	STRAIN-PHENOTYPE:INHIBITS	54	entity_tension	0.9757854342460632	0.7838659882545471	4	4	0	16-17	74	138	exact	5006	unique	Streptococcus thermophilus	Preliminary data in adult rats showed that CNRZ160 prevented TNFalpha and IL1bêta up-expression in DSS-treated adult colon by 78 and 92%. CNRZ160 could therefore be considered as an efficient probiotic to modulate muscle mass loss and limit sarcopenia during aging.	il1bêta up-expression	il1bêta up-expression	cnrz160	cnrz160
52721905650152248	PMC8657605.1	pmc_candidate_de362e3aadcf64	350	329	PHENOTYPE	0.6600171327590942		0					unmatched	29	PMC8657605	STRAIN-PHENOTYPE:INHIBITS	55	entity_tension	0.894559383392334	0.9900105595588684	4	2	0	1-3	342	312	contained_bounded	9751	unique	Lactobacillus casei subsp. casei	MCs are fundamental elements of the intestinal barrier ( 18 ), MCs as important immunological effector cells play a key regulatory role in adaptive and innate immunity ( 31 ). In pathological conditions, MCs release pro-inflammatory compounds, including cytokines ( 32 ). Our preliminary research indicated that L. casei ATCC 393 can relieve ETEC K88-induce intestinal barrier dysfunction via the TLRs/MCs pathway ( 14 ).	etec k88	etec k88	l. casei atcc 393	l. casei atcc 393
